2025-04-24,o3-mini-2025-01-31,PDDL,basic&use,detailed,1,True,9,"[1, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-04-24,o3-mini-2025-01-31,PDDL,basic&use,detailed,2,True,3,"[1, 1]","[[[1, 2]], [[1, 0]], [[1, 0]], [[1, 1]]]"
2025-04-24,o3-mini-2025-01-31,PDDL,basic&use,detailed,3,True,1,"[1, 0]","[[[1, 0]], [[1, 0]]]"
2025-04-24,o3-mini-2025-01-31,PDDL,basic&use,detailed,4,True,43,"[1, 0]","[[[1, 2]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-04-24,o3-mini-2025-01-31,PDDL,basic&use,detailed,5,True,4,"[3, 3]","[[[1, 1]], [[1, 0]], [[1, 0], [2, 0], [3, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 3]]]"
2025-04-24,o3-mini-2025-01-31,PDDL,basic&use,detailed,6,False,3,"[1, 5]","[[[1, 0]], [[1, 0], [2, 0]], [[1, 0], [2, 0]], [[1, 5]]]"
2025-04-24,o3-mini-2025-01-31,PDDL,basic&use,detailed,7,False,1,"[1, 5]","[[[1, 0]], [[1, 5]]]"
2025-04-24,o3-mini-2025-01-31,PDDL,basic&use,detailed,8,False,2,"[1, 5]","[[[1, 1]], [[1, 0]], [[1, 5]]]"
2025-04-24,o3-mini-2025-01-31,PDDL,basic&use,detailed,9,False,0,"[3, 5]","[[[1, 1], [2, 0], [3, 5]]]"
2025-04-24,o3-mini-2025-01-31,PDDL,basic&use,detailed,10,False,9,"[1, 5]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 2]], [[1, 0]], [[1, 3]], [[1, 0]], [[1, 5]]]"
2025-04-24,o3-mini-2025-01-31,PDDL,cool,detailed,11,False,29,"[2, 5]","[[[1, 3]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0], [2, 1]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0], [2, 5]]]"
