2025-07-21,o3-mini-2025-01-31,baseline,slice & heat,detailed,0,False,16,5,"[[1], [1], [1], [2], [1], [1], [1], [1], [1], [1], [1], [1], [2], [1], [1], [1], [5]]"
2025-07-21,o4-mini-2025-04-16,baseline,slice & heat,detailed,0,False,19,1,"[[1], [1], [1], [3], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-07-21,o3-mini-2025-01-31,PDDL,basic,detailed,0,True,5,"[4, 0]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 1], [4, 0]]]"
2025-07-21,o4-mini-2025-04-16,PDDL,clean,detailed,0,False,11,"[5, 1]","[[[1, 2]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 2], [2, 0], [3, 0]], [[1, 4]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 1], [2, 1]], [[1, 1], [2, 1], [3, 0], [4, 1], [5, 1]]]"
2025-07-21,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,baseline,basic,detailed,0,False,13,5,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [2], [1], [5]]"
2025-07-21,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,baseline,cool,detailed,1,False,14,5,"[[1], [1], [2], [1], [1], [1], [2], [1], [1], [1], [1], [3], [1], [2], [5]]"
2025-07-21,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,baseline,clean,detailed,0,False,19,3,"[[1], [1], [1], [2], [1], [1], [1], [2], [2], [1], [1], [1], [1], [1], [2], [1], [2], [2], [1], [3]]"
2025-07-21,Qwen/Qwen3-32B,baseline,basic,detailed,0,False,14,5,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [2], [1], [5]]"
2025-07-21,Qwen/Qwen3-32B,baseline,basic,detailed,1,False,0,5,[[5]]
2025-07-21,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,PDDL,cool,detailed,0,False,0,"[1, 5]","[[[1, 5]]]"
