2025-04-19,gpt-4o-2024-05-13,PDDL,basic,detailed,0,False,4,"[1, 5]","[[[1, 3]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 5]]]"
2025-04-19,gpt-4o-2024-05-13,PDDL,basic,detailed,1,False,0,"[1, 5]","[[[1, 5]]]"
2025-04-19,gpt-4o-2024-05-13,PDDL,clean,detailed,2,False,0,"[5, 1]","[[[1, 1], [2, 0], [3, 0], [4, 0], [5, 1]]]"
2025-07-16,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,baseline,slice & heat,detailed,0,False,18,5,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [2], [1], [1], [2], [1], [1], [1], [1], [3], [5]]"
2025-07-16,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,baseline,basic,detailed,1,False,9,5,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [5]]"
2025-07-16,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,baseline,clean,detailed,2,False,0,5,[[5]]
2025-07-16,o4-mini-2025-04-16,baseline,basic,detailed,0,False,19,1,"[[1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1], [1]]"
2025-07-16,o4-mini-2025-04-16,baseline,slice & heat,detailed,1,False,19,1,"[[1], [1], [1], [1], [2], [1], [1], [1], [1], [2], [1], [1], [2], [1], [1], [2], [1], [1], [2], [1]]"
2025-07-16,o4-mini-2025-04-16,baseline,use,detailed,2,False,19,2,"[[1], [1], [1], [2], [1], [1], [1], [1], [1], [1], [2], [1], [1], [1], [1], [1], [1], [1], [1], [2]]"
2025-04-19,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,PDDL,basic,detailed,0,False,0,"[1, 5]","[[[1, 5]]]"
2025-04-19,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,PDDL,use,detailed,1,False,0,"[1, 5]","[[[1, 5]]]"
2025-04-19,deepseek-ai/DeepSeek-R1-Distill-Qwen-32B,PDDL,clean,detailed,2,False,0,"[1, 5]","[[[1, 5]]]"
2025-04-19,o4-mini-2025-04-16,PDDL,basic,detailed,0,False,9,"[1, 5]","[[[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 5]]]"
2025-04-19,o4-mini-2025-04-16,PDDL,cool,detailed,1,True,34,"[1, 0]","[[[1, 0]], [[1, 2]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 4]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0], [2, 0], [3, 0], [4, 0]], [[1, 3]], [[1, 2]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 0]]]"
2025-04-19,o4-mini-2025-04-16,PDDL,use,detailed,2,False,3,"[5, 0]","[[[1, 2]], [[1, 0]], [[1, 4]], [[1, 1], [2, 1], [3, 0], [4, 0], [5, 0]]]"
