2025-08-15,gpt-4.1-2025-04-14,PDDL,detailed,0,False,1,"[3, 5]","[[[1, 1]], [[1, 0], [2, 1], [3, 5]]]"
2025-08-15,gpt-4.1-2025-04-14,PDDL,detailed,1,False,1,"[1, 5]","[[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0]], [[1, 5]]]"
2025-08-15,gpt-4.1-2025-04-14,PDDL,detailed,2,True,5,"[2, 0]","[[[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 1], [2, 0]]]"
2025-08-15,gpt-4.1-2025-04-14,PDDL,detailed,3,True,8,"[1, 1]","[[[1, 0]], [[1, 0], [2, 0], [3, 0]], [[1, 2]], [[1, 0]], [[1, 4], [2, 0], [3, 2], [4, 0]], [[1, 0]], [[1, 5]], [[1, 0]], [[1, 1]]]"
2025-08-16,gpt-4.1-2025-04-14,PDDL,detailed,0,False,0,"[2, 5]","[[[1, 1], [2, 5]]]"
2025-08-16,gpt-4.1-2025-04-14,PDDL,detailed,1,False,0,"[1, 5]","[[[1, 5]]]"
2025-08-16,gpt-4.1-2025-04-14,PDDL,detailed,2,False,0,"[1, 5]","[[[1, 5]]]"
2025-08-16,gpt-4.1-2025-04-14,PDDL,detailed,3,True,3,"[1, 0]","[[[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]]]"
2025-08-16,gpt-4.1-2025-04-14,PDDL,detailed,0,True,5,"[2, 0]","[[[1, 2], [2, 1], [3, 3], [4, 0]], [[1, 2]], [[1, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 2], [2, 0]]]"
2025-08-16,gpt-4.1-2025-04-14,PDDL,detailed,1,True,9,"[1, 1]","[[[1, 1]], [[1, 0]], [[1, 1]], [[1, 1]], [[1, 0]], [[1, 1]], [[1, 3]], [[1, 0]], [[1, 0]], [[1, 1]]]"
2025-08-16,gpt-4.1-2025-04-14,PDDL,detailed,2,False,1,"[1, 5]","[[[1, 2]], [[1, 5]]]"
2025-08-16,gpt-4.1-2025-04-14,PDDL,detailed,3,False,8,"[1, 5]","[[[1, 1], [2, 0], [3, 0]], [[1, 0], [2, 0]], [[1, 0]], [[1, 0]], [[1, 0]], [[1, 1]], [[1, 0]], [[1, 0]], [[1, 5]]]"
